task,architecture,anchor_family,block,metric,value_kind,B,init_reps
single_shape,plain2_w16_gap,random_fullrank,7000,prob_error_reduction,random,0.07407639687880874,4
single_shape,plain2_w16_gap,random_fullrank,7001,centered_logit_fidelity,random,-0.0006045453118526372,4
single_shape,plain2_w16_gap,random_fullrank,7001,prob_error_reduction,random,0.10664230631664395,4
single_shape,plain2_w16_gap,random_fullrank,7002,centered_logit_fidelity,random,0.016914569604599493,4
single_shape,plain2_w16_gap,random_fullrank,7002,prob_error_reduction,random,0.0653389603830874,4
single_shape,plain2_w16_gap,random_fullrank,7003,centered_logit_fidelity,random,-0.001406517440125524,4
single_shape,plain2_w16_gap,random_fullrank,7003,prob_error_reduction,random,0.08803417766466737,4
single_shape,plain2_w16_gap,random_fullrank,7004,centered_logit_fidelity,random,0.0036403127930114583,4
single_shape,plain2_w16_gap,random_fullrank,7004,prob_error_reduction,random,0.0789096849039197,4
single_shape,plain2_w16_gap,random_fullrank,7005,centered_logit_fidelity,random,-0.0049255405484997135,4
single_shape,plain2_w16_gap,random_fullrank,7005,prob_error_reduction,random,0.10103563382290304,4
single_shape,plain2_w16_gap,random_fullrank,7006,centered_logit_fidelity,random,0.0013865020309269324,4
single_shape,plain2_w16_gap,random_fullrank,7006,prob_error_reduction,random,0.12516705505549908,4
single_shape,plain2_w16_gap,random_fullrank,7007,centered_logit_fidelity,random,-0.0031551795334961337,4
single_shape,plain2_w16_gap,random_fullrank,7007,prob_error_reduction,random,0.1179997380822897,4
single_shape,plain2_w16_gap,random_fullrank,7008,centered_logit_fidelity,random,0.020940483319508287,4
single_shape,plain2_w16_gap,random_fullrank,7008,prob_error_reduction,random,0.1141005759127438,4
single_shape,plain2_w16_gap,random_fullrank,7009,centered_logit_fidelity,random,0.01992836104808874,4
single_shape,plain2_w16_gap,random_fullrank,7009,prob_error_reduction,random,0.08437834400683641,4
single_shape,plain2_w16_gap,random_fullrank,7010,centered_logit_fidelity,random,0.007543750369255321,4
single_shape,plain2_w16_gap,random_fullrank,7010,prob_error_reduction,random,0.07628957601264119,4
