task,architecture,profile,method,k,metric,n,mean,sd,ci_low,ci_high
single_shape,TinyCNN,release_default,auroc,8,centered_logit_fidelity,50,0.7785746495142224,0.022242445990525783,0.7722534163051814,0.7848958827232634
single_shape,TinyCNN,release_default,auroc,8,prob_error_reduction,50,1.7940301923453807,0.061775887398920384,1.7764736794011493,1.8115867052896122
single_shape,TinyCNN,release_default,auroc,9,prob_fidelity,50,0.9400650115715021,0.021647521370683643,0.9339128540686772,0.9462171690743271
single_shape,TinyCNN,release_default,auroc,9,centered_logit_fidelity,50,0.8189250417895285,0.01866408515538569,0.8136207674776633,0.8242293161013937
single_shape,TinyCNN,release_default,auroc,9,prob_error_reduction,50,1.8630525447428226,0.042978007631299886,1.8508383301185356,1.8752667593671095
single_shape,TinyCNN,release_default,auroc,10,prob_fidelity,50,0.9672131509360914,0.020358047518860833,0.9614274578471985,0.9729988440249843
single_shape,TinyCNN,release_default,auroc,10,centered_logit_fidelity,50,0.8613820801025855,0.017273915552509796,0.8564728876204635,0.8662912725847076
single_shape,TinyCNN,release_default,auroc,10,prob_error_reduction,50,1.9168812250904739,0.04163923465942175,1.9050474855350175,1.9287149646459303
single_shape,TinyCNN,release_default,auroc,11,prob_fidelity,50,0.9866661503975738,0.009885919839219666,0.9838566030655846,0.9894756977295629
single_shape,TinyCNN,release_default,auroc,11,centered_logit_fidelity,50,0.8957178861433186,0.017522807150014707,0.8907379594518263,0.9006978128348109
single_shape,TinyCNN,release_default,auroc,11,prob_error_reduction,50,1.9554323944542558,0.02210276380722025,1.949150858482479,1.9617139304260325
single_shape,TinyCNN,release_default,auroc,12,prob_fidelity,50,0.9952497933967268,0.0054463586040479324,0.9937019554075542,0.9967976313858994
single_shape,TinyCNN,release_default,auroc,12,centered_logit_fidelity,50,0.9253014374756171,0.015568748880552962,0.9208768479997613,0.9297260269514729
single_shape,TinyCNN,release_default,auroc,12,prob_error_reduction,50,1.972444979720749,0.015035952631600489,1.9681718092634655,1.9767181501780327
single_shape,TinyCNN,release_default,auroc,13,prob_fidelity,50,0.9982111252362578,0.002128436201860247,0.9976062303605658,0.9988160201119497
single_shape,TinyCNN,release_default,auroc,13,centered_logit_fidelity,50,0.9517452434862979,0.013577697352855952,0.9478865045937435,0.9556039823788522
single_shape,TinyCNN,release_default,auroc,13,prob_error_reduction,50,1.978304619792034,0.009537951875489734,1.9755939638611502,1.9810152757229178
single_shape,TinyCNN,release_default,auroc,14,prob_fidelity,50,0.9994030257617814,0.0008731096595054555,0.999154890742047,0.9996511607815158
single_shape,TinyCNN,release_default,auroc,14,centered_logit_fidelity,50,0.9737431412284843,0.008133638315224472,0.9714315867955579,0.9760546956614107
single_shape,TinyCNN,release_default,auroc,14,prob_error_reduction,50,1.9806638906580338,0.008045095172945112,1.978377499907719,1.9829502814083486
